370;-163998.06;-193071.41;29073.348;299.70078;-7466.6435;512000;-111040.06;94.598028;-4.5061861e-05;-9.0517635e-07;-1.6842317e-07;-6.5803549e-07;-4.5605423e-05;3.1671633e-07;1.073873e-06;2.3983902e-07;-4.6015523e-05
380;-164303.57;-193438.77;29135.206;300.33843;-7458.5984;512000;-111040.06;94.182482;-4.4866135e-05;-5.9427707e-07;4.1259676e-07;-5.240848e-07;-4.5564382e-05;-1.5904179e-07;6.6950698e-07;2.6322241e-07;-4.6105017e-05
390;-164414;-193671.2;29257.2;301.596;-7408.7771;512000;-111040.06;93.31274;-4.4263155e-05;-2.31577e-07;2.500718e-08;6.3616075e-08;-4.5441266e-05;3.5588309e-07;6.2686233e-07;-6.3650714e-07;-4.5919097e-05
400;-164742.61;-193916.98;29174.363;300.74209;-7420.9503;512000;-111040.06;92.541939;-4.4330576e-05;-1.7308136e-07;2.8988444e-07;-5.4784107e-07;-4.5492442e-05;1.7339288e-08;2.2885759e-07;-9.5844968e-08;-4.6023338e-05
410;-165195.54;-194174.83;28979.297;298.73126;-7340.4173;512000;-111040.06;92.550784;-4.3858614e-05;-2.8367158e-07;7.2778676e-07;-6.4230083e-07;-4.5240117e-05;2.8982382e-07;4.8200673e-07;1.46628e-07;-4.5273405e-05
420;-165533.32;-194518.77;28985.454;298.79473;-7260.7355;512000;-111040.06;92.097178;-4.3506124e-05;7.7735519e-08;7.5284612e-07;-1.0566999e-06;-4.4473836e-05;1.351887e-07;1.9181571e-07;4.5909512e-07;-4.4933538e-05
430;-165438.45;-194600.51;29162.066;300.61533;-7226.0925;512000;-111040.06;91.526443;-4.3585499e-05;1.5223671e-07;1.5201849e-07;-5.7700011e-07;-4.385462e-05;2.2471929e-07;1.0819534e-07;6.5938799e-07;-4.4839213e-05
440;-165919.31;-195156.13;29236.815;301.38587;-7245.3431;512000;-111040.06;90.72831;-4.3738009e-05;2.2549328e-07;-1.3735161e-08;-2.6699837e-07;-4.3966471e-05;5.9545976e-07;1.4881782e-07;5.8126618e-07;-4.4927248e-05
450;-166380.85;-195330.32;28949.473;298.42382;-7191.8493;512000;-111040.06;90.109403;-4.3268225e-05;2.2194791e-07;-6.4948496e-07;-6.0358861e-07;-4.3949009e-05;8.153136e-08;1.9955287e-07;8.2162926e-07;-4.4435248e-05
460;-166493.68;-195559.63;29065.951;299.62452;-7160.4468;512000;-111040.06;89.417934;-4.315538e-05;2.2141052e-07;-4.2236464e-07;-1.5540851e-07;-4.3878205e-05;3.223745e-07;-5.1327622e-07;7.146915e-07;-4.4044049e-05
470;-166705.8;-195704.19;28998.391;298.92809;-7145.0752;512000;-111040.06;88.471549;-4.3005882e-05;-1.837734e-07;-3.6948981e-07;-3.8064641e-07;-4.3937469e-05;-7.180248e-09;-2.1448584e-07;6.1515134e-07;-4.3852894e-05
480;-167078.52;-196033.78;28955.258;298.48346;-7127.8134;512000;-111040.06;88.513761;-4.3308513e-05;-5.8669545e-07;-2.6796029e-07;-4.0499779e-07;-4.3522895e-05;3.6602802e-07;-2.3648744e-07;2.5624397e-07;-4.3648847e-05
490;-166933.62;-196171.1;29237.485;301.39277;-7045.2795;512000;-111040.06;88.446344;-4.2175382e-05;-4.3221158e-07;6.8186194e-07;5.1184056e-08;-4.2846337e-05;6.7205376e-07;-3.9631073e-07;3.9210662e-07;-4.3947687e-05
500;-167469.89;-196545.97;29076.077;299.72891;-7014.3222;512000;-111040.06;88.040136;-4.1774138e-05;-1.3618509e-06;2.7419898e-09;-1.4417088e-07;-4.3105733e-05;1.3441451e-07;4.3450158e-07;3.2473586e-08;-4.3522838e-05
510;-167578.73;-196736.79;29158.058;300.57401;-6974.1021;512000;-111040.06;87.285932;-4.1252195e-05;-3.403015e-07;4.762905e-08;-2.00666e-07;-4.3083563e-05;2.3171538e-07;1.0025171e-07;3.8680286e-07;-4.333069e-05
520;-167996.45;-197138.99;29142.539;300.41403;-6985.4675;512000;-111040.06;86.594995;-4.2164808e-05;-4.5801509e-07;7.0173956e-07;-4.9088539e-07;-4.25353e-05;7.4177765e-08;3.267757e-07;8.4910094e-07;-4.3174392e-05
530;-168105.41;-197257.62;29152.202;300.51364;-6949.1053;512000;-111040.06;86.770335;-4.2103608e-05;-1.115427e-06;4.819817e-07;-1.8920616e-07;-4.2637607e-05;2.8537711e-07;-3.6931644e-09;5.2224445e-07;-4.2467645e-05
540;-168272.35;-197361.48;29089.135;299.86351;-6854.8506;512000;-111040.06;86.48583;-4.1525532e-05;-7.0918195e-07;3.4294395e-07;-7.9287627e-07;-4.1973513e-05;3.4297419e-07;2.0313681e-07;6.1312759e-07;-4.198441e-05
550;-168760.33;-197622.44;28862.108;297.52323;-6848.3117;512000;-111040.06;86.672934;-4.0771555e-05;-6.7000528e-07;1.6257482e-07;8.5653593e-09;-4.1793035e-05;1.5356671e-07;4.9051607e-08;2.1560859e-07;-4.2799164e-05
560;-168772.97;-197943.3;29170.333;300.70055;-6855.6485;512000;-111040.06;86.420604;-4.0805486e-05;-6.7934032e-07;1.2302417e-07;-3.2425819e-07;-4.2066713e-05;4.4118037e-07;5.3347545e-07;4.5503167e-07;-4.2625862e-05
570;-169042.48;-198105.49;29063.008;299.59419;-6749.4173;512000;-111040.06;86.108249;-4.0922194e-05;-2.9586065e-07;5.9165621e-08;7.2103821e-08;-4.142945e-05;1.946813e-07;2.5433099e-07;3.7473424e-07;-4.120177e-05
580;-168950.49;-198163.85;29213.36;301.14408;-6679.5371;512000;-111040.06;85.387948;-4.0700954e-05;-3.9560354e-07;-1.0790145e-07;-1.0301843e-06;-4.0489378e-05;2.3128468e-08;2.9609048e-07;5.367893e-07;-4.108387e-05
590;-169196.87;-198450.9;29254.031;301.56334;-6697.9922;512000;-111040.06;84.445974;-4.0463736e-05;-7.410598e-07;5.7114068e-07;-5.7560562e-07;-4.0410099e-05;1.1208579e-07;1.9085251e-07;6.6773739e-08;-4.1738202e-05
600;-169425.03;-198600.7;29175.669;300.75554;-6652.3831;512000;-111040.06;84.215891;-3.9717949e-05;-1.0281996e-06;-1.7862032e-07;-2.2762139e-07;-4.0715095e-05;-3.7180373e-08;-4.4828494e-09;1.7411557e-07;-4.1344083e-05
610;-169761.71;-198976.03;29214.319;301.15397;-6702.2582;512000;-111040.06;83.800501;-4.0119672e-05;-8.6084432e-07;2.9309313e-07;-5.5408966e-07;-4.0806678e-05;-2.8677886e-07;3.7028065e-07;-9.2622143e-08;-4.176378e-05
620;-169906.45;-198978.87;29072.421;299.69122;-6591.7416;512000;-111040.06;83.061181;-4.0056442e-05;-5.1759267e-07;2.1755894e-07;-7.5549737e-07;-4.0201287e-05;5.819506e-08;6.2587482e-08;-2.665319e-07;-4.0409307e-05
630;-169935.88;-199203.82;29267.941;301.70672;-6545.8587;512000;-111040.06;83.172069;-3.9766065e-05;-9.6912352e-07;3.9057707e-07;-6.8448305e-07;-3.9935962e-05;-1.6984867e-07;-1.7480065e-07;2.0355151e-07;-4.0125086e-05
640;-170195.98;-199328.84;29132.855;300.3142;-6493.7633;512000;-111040.06;82.996078;-3.9978311e-05;-2.4050652e-07;7.7752603e-08;-6.1649485e-07;-3.947044e-05;-2.1354078e-07;-1.1181384e-07;4.7881772e-07;-3.9424715e-05
650;-170541.8;-199597.6;29055.802;299.5199;-6494.399;512000;-111040.06;82.919902;-3.9590595e-05;-7.0991282e-07;-4.3933148e-07;-6.6337603e-07;-3.9825706e-05;-2.5548487e-07;2.0623307e-07;-2.256818e-07;-3.9468803e-05
660;-170845.44;-199983.47;29138.035;300.3676;-6472.5304;512000;-111040.06;82.759298;-3.9001232e-05;-8.3439351e-07;-3.7610548e-08;-4.6422418e-07;-3.9555479e-05;2.968909e-07;-7.7878678e-07;3.5121173e-08;-3.992807e-05
670;-171038;-200136.28;29098.276;299.95774;-6396.13;512000;-111040.06;82.798457;-3.8490354e-05;4.825074e-07;-4.4574424e-07;-2.2830982e-07;-3.8621649e-05;-2.6229223e-07;-1.2902895e-07;2.0190996e-07;-3.997421e-05
680;-171354.61;-200434.44;29079.832;299.76762;-6401.4786;512000;-111040.06;83.198443;-3.8853911e-05;-7.3251269e-07;-8.3502335e-07;-9.1489398e-08;-3.9196436e-05;-5.8701635e-08;-4.9243692e-07;1.9157106e-07;-3.9133774e-05
690;-171381.86;-200478.49;29096.625;299.94073;-6363.3096;512000;-111040.06;82.982444;-3.8524214e-05;-5.4936705e-07;-3.0770314e-07;1.5617805e-07;-3.8802708e-05;1.3002936e-07;-3.7845031e-07;6.5845406e-07;-3.9158487e-05
700;-171320.76;-200524.74;29203.977;301.04736;-6298.0473;512000;-111040.06;82.847194;-3.8241853e-05;4.8949965e-08;-5.8319836e-07;5.5066489e-07;-3.8128842e-05;7.1370508e-07;-9.4941208e-07;7.5610403e-07;-3.8920036e-05
710;-172102.15;-201014.71;28912.562;298.04332;-6340.264;512000;-111040.06;82.752662;-3.893801e-05;1.7086112e-07;-6.258118e-07;5.5344722e-07;-3.7962218e-05;3.27163e-07;-5.2289952e-07;6.3107413e-07;-3.9163312e-05
720;-172056.63;-201171.15;29114.521;300.12521;-6274.83;512000;-111040.06;82.323243;-3.8937531e-05;3.6074163e-07;-5.7296882e-07;6.3372868e-08;-3.7610997e-05;5.0976374e-07;7.16132e-08;7.3111063e-07;-3.8317192e-05
730;-172112.17;-201325.44;29213.267;301.14312;-6268.8132;512000;-111040.06;81.762575;-3.8743059e-05;-2.3695034e-07;-1.6682379e-07;5.7241342e-07;-3.7557408e-05;6.6663869e-07;-4.4506664e-07;-4.8432133e-08;-3.8455111e-05
740;-172675.96;-201638.71;28962.754;298.56072;-6256.0652;512000;-111040.06;81.556447;-3.8021108e-05;-1.153348e-06;-3.6032421e-07;9.8451798e-08;-3.8168192e-05;7.7233628e-07;-3.0643167e-08;4.670989e-07;-3.8332916e-05
750;-172481.92;-201676.47;29194.546;300.95014;-6195.041;512000;-111040.06;81.539238;-3.7712028e-05;-4.5647981e-08;-4.0102829e-07;2.2685577e-07;-3.7931883e-05;1.2544199e-06;-6.1171712e-07;7.8267958e-07;-3.7761208e-05
760;-172750.61;-201869.64;29119.031;300.17169;-6196.7313;512000;-111040.06;81.245116;-3.7847678e-05;4.9343346e-08;2.8388884e-07;2.8979687e-07;-3.7462808e-05;1.4277073e-06;2.7111808e-07;2.9539467e-07;-3.8125574e-05
770;-172975.12;-202163.87;29188.752;300.89042;-6151.2864;512000;-111040.06;81.397356;-3.7483928e-05;-3.4701432e-07;-7.5269124e-07;5.3672682e-07;-3.7174022e-05;8.6916583e-07;-3.6838163e-07;7.6200906e-08;-3.7946207e-05
780;-173042.7;-202101.29;29058.583;299.54857;-6043.7052;512000;-111040.06;80.928525;-3.6982381e-05;-3.1323099e-07;-6.6460197e-07;5.5536819e-07;-3.6781594e-05;1.697301e-08;-5.6523901e-08;-4.4678939e-07;-3.6870823e-05
790;-173512.49;-202521.16;29008.677;299.03412;-6047.3215;512000;-111040.06;80.92632;-3.7022616e-05;4.0302036e-07;1.0727777e-09;4.0385796e-07;-3.6716418e-05;1.1497975e-07;2.381545e-07;-5.9981494e-07;-3.6961962e-05
800;-173188.47;-202422.83;29234.364;301.3606;-5956.3826;512000;-111040.06;81.242868;-3.6773256e-05;-5.8977478e-08;-3.400031e-07;1.1133079e-07;-3.5794258e-05;1.6796964e-07;-1.3642949e-07;-3.3593125e-08;-3.6468775e-05
810;-173685.89;-202660.58;28974.69;298.68376;-5942.2327;512000;-111040.06;81.264191;-3.6405758e-05;2.2922018e-07;-1.9966527e-07;-2.7680652e-07;-3.6246213e-05;-1.1124473e-07;-4.7131991e-09;1.8691566e-07;-3.6125293e-05
820;-173494.62;-202654.89;29160.265;300.59675;-5870.3004;512000;-111040.06;81.287845;-3.5746503e-05;4.0585873e-07;-2.1370285e-07;8.7135115e-08;-3.6046263e-05;-7.746645e-07;-3.3916763e-07;-5.0549042e-07;-3.566772e-05
830;-173643.37;-202869.09;29225.723;301.27152;-5841.2414;512000;-111040.06;80.940559;-3.5485327e-05;5.7839329e-07;-2.3284796e-07;-1.9719986e-07;-3.611116e-05;-3.3540831e-07;-1.8392318e-07;-1.0764896e-06;-3.5332049e-05
840;-173686.06;-202896.48;29210.418;301.11375;-5753.0739;512000;-111040.06;80.472234;-3.5082782e-05;-1.4935162e-07;-2.6899206e-07;-3.9750443e-07;-3.5309847e-05;-3.7583763e-07;-2.5267267e-07;-9.1460179e-07;-3.4921931e-05
850;-174315.83;-203205.28;28889.458;297.80516;-5770.087;512000;-111040.06;80.560508;-3.5569501e-05;1.3789676e-06;-2.2641679e-07;4.6652638e-08;-3.5225296e-05;-4.3340565e-07;3.7996872e-07;-9.7409263e-07;-3.4831203e-05
860;-174747.32;-203666.49;28919.17;298.11145;-5762.4757;512000;-111040.06;80.538493;-3.5036015e-05;5.4774445e-07;-6.2302834e-07;5.1439526e-07;-3.5366683e-05;-6.0236727e-08;3.146812e-07;-6.0276888e-07;-3.5083971e-05
870;-174644.52;-203845.68;29201.154;301.01826;-5780.5329;512000;-111040.06;80.531288;-3.4420769e-05;9.0443321e-07;2.3530987e-08;6.2801172e-07;-3.5773677e-05;-2.5570995e-07;-4.5505976e-07;-9.4687293e-07;-3.5622774e-05
880;-174655.87;-203896.28;29240.411;301.42294;-5748.6167;512000;-111040.06;80.521238;-3.4346907e-05;6.0948161e-07;-6.5233578e-07;1.037172e-06;-3.522542e-05;-1.1060165e-07;4.5696345e-08;-9.2654961e-07;-3.5660642e-05
890;-174775.3;-203996.17;29220.879;301.22159;-5703.7993;512000;-111040.06;80.031338;-3.4345004e-05;-1.1245565e-07;-7.0807635e-07;2.0829586e-07;-3.4619378e-05;1.8796637e-07;-6.6085133e-07;-4.8178955e-07;-3.544817e-05
900;-175178.47;-204310.62;29132.154;300.30697;-5730.7755;512000;-111040.06;79.813612;-3.3959425e-05;-4.1942654e-07;-1.9725597e-07;-4.102969e-07;-3.5942099e-05;-2.9154857e-07;-1.7251446e-07;-3.0012423e-07;-3.5004848e-05
910;-175016.93;-204276.55;29259.615;301.6209;-5676.2833;512000;-111040.06;79.800111;-3.443831e-05;2.9523693e-08;-5.5391442e-08;1.6430941e-07;-3.5578701e-05;6.5122176e-07;5.5271687e-07;-4.2677947e-07;-3.3891838e-05
920;-175273.2;-204439.57;29166.378;300.65977;-5632.4178;512000;-111040.06;80.075534;-3.4087269e-05;2.3328332e-07;-3.2378524e-07;7.715761e-08;-3.5086889e-05;2.8113475e-07;-4.6603122e-07;-4.0374092e-07;-3.3931698e-05
930;-175250.16;-204553.8;29303.641;302.07474;-5556.3018;512000;-111040.06;80.273796;-3.3856528e-05;-3.2819893e-07;1.074705e-07;-6.7063027e-07;-3.4533707e-05;-9.4506744e-08;1.1750108e-07;1.4640202e-07;-3.3322259e-05
940;-175742.21;-204826.87;29084.667;299.81746;-5585.9412;512000;-111040.06;80.636621;-3.3766881e-05;-8.2701264e-07;-2.2743857e-08;-5.4567146e-07;-3.4819053e-05;1.0983272e-06;-2.2893191e-07;-1.8283949e-07;-3.3669132e-05
950;-175909.45;-204933.78;29024.325;299.19543;-5547.2881;512000;-111040.06;80.167102;-3.3524088e-05;5.5314939e-07;-1.2711238e-07;-4.1993671e-07;-3.4672725e-05;-5.7272062e-07;5.5653406e-07;1.0289764e-07;-3.3350678e-05
960;-176077.57;-205266.54;29188.965;300.89261;-5555.659;512000;-111040.06;80.240054;-3.3627585e-05;4.7007661e-07;-7.2428414e-07;2.3952465e-07;-3.4756547e-05;-5.8451545e-07;-6.3443722e-07;8.4901546e-08;-3.3316594e-05
970;-176178.26;-205223.74;29045.476;299.41346;-5451.2165;512000;-111040.06;79.914769;-3.3142371e-05;-3.3448183e-07;-2.1266155e-07;-3.1456278e-07;-3.4207988e-05;3.1272387e-07;-5.0887972e-07;-4.3672059e-08;-3.2438466e-05
980;-176150.83;-205500.84;29350.007;302.5527;-5493.4189;512000;-111040.06;79.766078;-3.2971087e-05;-5.0443874e-07;1.0146317e-07;3.8364829e-07;-3.4759745e-05;5.6648311e-07;-2.9423596e-07;4.0576884e-07;-3.283054e-05
990;-176675.98;-205740.58;29064.593;299.61052;-5516.2108;512000;-111040.06;79.76524;-3.2946427e-05;-7.1388731e-07;3.6854867e-07;5.0808629e-07;-3.4592291e-05;-1.9741406e-07;-5.0417789e-08;-1.9823868e-08;-3.3439877e-05
1000;-177108.31;-206025.39;28917.079;298.08989;-5549.2556;512000;-111040.06;79.932869;-3.3236961e-05;7.6250758e-08;1.6412382e-07;3.3882737e-07;-3.4925655e-05;2.8563251e-07;-4.5288994e-07;3.0063225e-08;-3.3420892e-05
1010;-177487.37;-206256.85;28769.48;296.56838;-5515.7898;512000;-111040.06;79.583933;-3.2814369e-05;-5.1161027e-07;-4.8340748e-07;1.4113741e-07;-3.4213775e-05;4.3345329e-07;-2.2124994e-07;2.6566567e-08;-3.3942745e-05
1020;-177157.93;-206181.72;29023.782;299.18983;-5476.5462;512000;-111040.06;79.743178;-3.3108554e-05;2.9619246e-07;-2.6325834e-07;5.9023361e-07;-3.3851876e-05;7.0320626e-07;-2.992201e-07;-1.4428388e-07;-3.3292075e-05
1030;-177409.58;-206320.56;28910.986;298.02708;-5430.6973;512000;-111040.06;79.379366;-3.3311711e-05;6.0622677e-07;4.388127e-08;7.8758789e-07;-3.2953304e-05;3.6197623e-08;-1.750617e-07;-4.6123858e-07;-3.3148189e-05
1040;-177700.14;-206677.32;28977.177;298.70941;-5412.1156;512000;-111040.06;78.899925;-3.3034989e-05;2.2415341e-07;-3.7429427e-07;6.0152981e-07;-3.2901453e-05;2.4671649e-07;3.2506752e-07;-2.7109995e-07;-3.3136608e-05
1050;-177528.12;-206596.27;29068.149;299.64719;-5331.2151;512000;-111040.06;78.792431;-3.2670657e-05;4.5377434e-07;1.9934556e-07;9.2839305e-07;-3.2073808e-05;-5.0435048e-07;-9.7918503e-09;1.5647854e-07;-3.2847638e-05
